frameID,trayPoints,brushPoint,TwizzersPoint
1.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
2.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
3.0,"[(205, 12), (334, 12), (205, 258), (334, 258)]",None,None
4.0,"[(205, 12), (334, 12), (205, 258), (334, 258)]",None,None
5.0,"[(206, 11), (334, 11), (206, 258), (334, 258)]",None,None
6.0,"[(205, 12), (334, 12), (205, 258), (334, 258)]",None,None
7.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
8.0,"[(208, 12), (334, 12), (208, 259), (334, 259)]",None,None
9.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
10.0,"[(208, 12), (334, 12), (208, 259), (334, 259)]",None,None
11.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
12.0,"[(208, 12), (334, 12), (208, 259), (334, 259)]",None,None
13.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
14.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
15.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
16.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
17.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
18.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
19.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
20.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
21.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
22.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
23.0,"[(208, 12), (334, 12), (208, 259), (334, 259)]",None,None
24.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
25.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
26.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
27.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
28.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
29.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
30.0,"[(207, 12), (334, 12), (207, 259), (334, 259)]",None,None
31.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
32.0,"[(206, 11), (335, 11), (206, 258), (335, 258)]",None,None
33.0,"[(206, 11), (334, 11), (206, 258), (334, 258)]",None,None
34.0,"[(206, 11), (334, 11), (206, 258), (334, 258)]",None,None
35.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
36.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
37.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
38.0,"[(206, 12), (334, 12), (206, 258), (334, 258)]",None,None
39.0,"[(206, 12), (333, 12), (206, 259), (333, 259)]",None,None
40.0,"[(206, 12), (333, 12), (206, 259), (333, 259)]",None,None
41.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
42.0,"[(205, 13), (333, 13), (205, 259), (333, 259)]",None,None
43.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
44.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
45.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
46.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
47.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
48.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
49.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
50.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
51.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
52.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
53.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
54.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
55.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
56.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
57.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
58.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
59.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
60.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
61.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
62.0,"[(205, 12), (333, 12), (205, 259), (333, 259)]",None,None
63.0,"[(205, 11), (333, 11), (205, 259), (333, 259)]",None,None
64.0,"[(205, 11), (333, 11), (205, 259), (333, 259)]",None,None
65.0,"[(205, 11), (333, 11), (205, 259), (333, 259)]",None,None
66.0,"[(205, 11), (333, 11), (205, 259), (333, 259)]",None,None
67.0,"[(204, 9), (333, 9), (204, 259), (333, 259)]",None,None
68.0,"[(204, 9), (333, 9), (204, 259), (333, 259)]",None,None
69.0,"[(204, 9), (334, 9), (204, 259), (334, 259)]",None,None
70.0,"[(204, 10), (333, 10), (204, 259), (333, 259)]",None,None
71.0,"[(204, 9), (334, 9), (204, 259), (334, 259)]",None,None
72.0,"[(204, 9), (334, 9), (204, 259), (334, 259)]",None,None
73.0,"[(204, 9), (333, 9), (204, 259), (333, 259)]",None,None
74.0,"[(204, 9), (333, 9), (204, 259), (333, 259)]",None,None
75.0,"[(204, 9), (333, 9), (204, 259), (333, 259)]",None,None
