frameID,trayPoints,brushPoint,TwizzersPoint
1.0,None,None,None
2.0,None,None,None
3.0,None,None,None
4.0,None,None,None
5.0,None,None,None
6.0,None,None,None
7.0,None,None,None
8.0,None,None,None
9.0,None,None,None
10.0,None,None,None
11.0,None,None,None
12.0,None,None,None
13.0,None,None,None
14.0,None,None,None
15.0,None,"(222, 211)",None
16.0,None,"(222, 211)",None
17.0,None,"(222, 211)",None
18.0,None,"(222, 211)",None
19.0,None,"(222, 211)",None
20.0,None,"(222, 211)",None
21.0,None,"(222, 211)",None
22.0,None,"(222, 211)",None
23.0,None,"(222, 211)",None
24.0,None,"(222, 211)",None
25.0,None,"(222, 212)",None
26.0,None,None,None
27.0,None,None,None
28.0,None,None,None
29.0,None,None,None
30.0,None,None,None
31.0,None,None,None
32.0,None,None,None
33.0,None,None,None
34.0,None,None,None
35.0,None,None,None
36.0,None,"(222, 212)",None
37.0,None,"(222, 212)",None
38.0,None,"(222, 212)",None
39.0,None,"(222, 212)",None
40.0,None,"(222, 212)",None
41.0,None,"(222, 212)",None
42.0,None,"(222, 212)",None
43.0,None,"(222, 212)",None
44.0,None,"(222, 212)",None
45.0,None,"(222, 212)",None
46.0,None,"(222, 212)",None
47.0,None,"(222, 212)",None
48.0,None,"(222, 212)",None
49.0,"[(142, 4), (231, 4), (142, 169), (231, 169)]",None,None
50.0,"[(142, 4), (231, 4), (142, 169), (231, 169)]",None,None
51.0,"[(142, 4), (231, 4), (142, 169), (231, 169)]",None,None
52.0,None,None,None
53.0,None,None,None
54.0,None,None,None
55.0,None,None,None
56.0,None,None,None
57.0,"[(142, 4), (232, 4), (142, 169), (232, 169)]",None,None
58.0,None,None,None
59.0,None,None,None
60.0,None,None,None
61.0,"[(141, 4), (233, 4), (141, 167), (233, 167)]","(222, 212)",None
62.0,"[(141, 4), (233, 4), (141, 168), (233, 168)]",None,None
63.0,"[(143, 4), (233, 4), (143, 169), (233, 169)]","(222, 212)",None
64.0,None,None,None
65.0,None,None,None
66.0,None,None,None
67.0,"[(142, 3), (234, 3), (142, 170), (234, 170)]",None,None
68.0,"[(143, 3), (234, 3), (143, 170), (234, 170)]",None,None
69.0,"[(142, 3), (235, 3), (142, 169), (235, 169)]",None,None
70.0,"[(143, 3), (235, 3), (143, 168), (235, 168)]",None,None
71.0,"[(143, 3), (236, 3), (143, 168), (236, 168)]",None,None
72.0,"[(143, 3), (236, 3), (143, 169), (236, 169)]",None,None
73.0,"[(142, 4), (236, 4), (142, 169), (236, 169)]",None,None
74.0,"[(142, 4), (236, 4), (142, 169), (236, 169)]",None,None
75.0,"[(142, 4), (236, 4), (142, 169), (236, 169)]",None,None
76.0,"[(142, 5), (236, 5), (142, 169), (236, 169)]",None,None
77.0,"[(142, 5), (236, 5), (142, 169), (236, 169)]",None,None
78.0,"[(142, 5), (236, 5), (142, 169), (236, 169)]",None,None
79.0,"[(142, 5), (237, 5), (142, 169), (237, 169)]",None,None
80.0,"[(142, 5), (237, 5), (142, 169), (237, 169)]",None,None
81.0,"[(142, 5), (237, 5), (142, 169), (237, 169)]",None,None
82.0,"[(142, 5), (237, 5), (142, 169), (237, 169)]",None,None
83.0,"[(142, 5), (236, 5), (142, 169), (236, 169)]",None,None
84.0,"[(142, 5), (236, 5), (142, 169), (236, 169)]",None,None
85.0,"[(142, 5), (236, 5), (142, 169), (236, 169)]",None,None
