frameID,trayPoints,brushPoint,TwizzersPoint
1.0,"[(135, 10), (259, 10), (135, 262), (259, 262)]",None,None
2.0,"[(138, 12), (259, 12), (138, 263), (259, 263)]",None,None
3.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
4.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
5.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
6.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
7.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
8.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
9.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
10.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
11.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
12.0,"[(137, 12), (259, 12), (137, 263), (259, 263)]",None,None
13.0,"[(136, 10), (259, 10), (136, 262), (259, 262)]",None,None
14.0,"[(136, 10), (259, 10), (136, 262), (259, 262)]",None,None
15.0,"[(136, 10), (259, 10), (136, 262), (259, 262)]",None,None
16.0,"[(136, 10), (259, 10), (136, 262), (259, 262)]",None,None
17.0,"[(134, 11), (259, 11), (134, 260), (259, 260)]",None,None
18.0,"[(134, 11), (259, 11), (134, 260), (259, 260)]",None,None
19.0,"[(134, 11), (259, 11), (134, 260), (259, 260)]",None,None
20.0,"[(135, 11), (260, 11), (135, 260), (260, 260)]",None,None
21.0,"[(135, 11), (260, 11), (135, 260), (260, 260)]",None,None
22.0,"[(135, 11), (260, 11), (135, 260), (260, 260)]",None,None
23.0,"[(135, 10), (260, 10), (135, 260), (260, 260)]",None,None
24.0,"[(136, 10), (260, 10), (136, 260), (260, 260)]",None,None
25.0,"[(136, 11), (259, 11), (136, 259), (259, 259)]",None,None
26.0,"[(136, 11), (259, 11), (136, 259), (259, 259)]",None,None
27.0,"[(136, 11), (259, 11), (136, 259), (259, 259)]",None,None
28.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
29.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
30.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
31.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
32.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
33.0,"[(137, 11), (260, 11), (137, 260), (260, 260)]",None,None
34.0,"[(137, 11), (260, 11), (137, 260), (260, 260)]",None,None
35.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
36.0,"[(139, 10), (260, 10), (139, 260), (260, 260)]",None,None
37.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
38.0,"[(138, 11), (260, 11), (138, 260), (260, 260)]",None,None
39.0,"[(138, 10), (260, 10), (138, 260), (260, 260)]",None,None
40.0,"[(138, 10), (260, 10), (138, 260), (260, 260)]",None,None
41.0,"[(138, 10), (260, 10), (138, 260), (260, 260)]",None,None
42.0,"[(138, 10), (260, 10), (138, 260), (260, 260)]",None,None
