frameID,trayPoints,brushPoint,TwizzersPoint
1.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
2.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
3.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
4.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
5.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
6.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
7.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
8.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
9.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
10.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
11.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
12.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
13.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
14.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
15.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
16.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
17.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
18.0,"[(232, 66), (345, 66), (232, 274), (345, 274)]",None,None
19.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
20.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
21.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
22.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
23.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
24.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
25.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
26.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
27.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
28.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
29.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
30.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
31.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
32.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
33.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
34.0,"[(232, 66), (346, 66), (232, 274), (346, 274)]",None,None
35.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
36.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
37.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
38.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
39.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
40.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
41.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
42.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
43.0,"[(232, 67), (345, 67), (232, 275), (345, 275)]",None,None
44.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
45.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
46.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
47.0,"[(232, 67), (346, 67), (232, 274), (346, 274)]",None,None
48.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
49.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
50.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
51.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
52.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
53.0,"[(232, 67), (346, 67), (232, 275), (346, 275)]",None,None
