frameID,trayPoints,brushPoint,TwizzersPoint
1.0,"[(209, 59), (323, 59), (209, 271), (323, 271)]",None,None
2.0,"[(209, 59), (323, 59), (209, 271), (323, 271)]",None,None
3.0,"[(209, 59), (323, 59), (209, 271), (323, 271)]",None,None
4.0,"[(209, 58), (323, 58), (209, 271), (323, 271)]",None,None
5.0,"[(209, 58), (323, 58), (209, 271), (323, 271)]",None,None
6.0,"[(209, 58), (323, 58), (209, 271), (323, 271)]",None,None
7.0,"[(209, 58), (323, 58), (209, 271), (323, 271)]",None,None
8.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
9.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
10.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
11.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
12.0,"[(209, 58), (323, 58), (209, 271), (323, 271)]",None,None
13.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
14.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
15.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
16.0,"[(209, 57), (323, 57), (209, 271), (323, 271)]",None,None
17.0,"[(209, 58), (323, 58), (209, 271), (323, 271)]",None,None
18.0,"[(209, 59), (323, 59), (209, 271), (323, 271)]",None,None
19.0,"[(208, 60), (323, 60), (208, 271), (323, 271)]",None,None
20.0,"[(209, 60), (323, 60), (209, 271), (323, 271)]",None,None
21.0,"[(209, 60), (323, 60), (209, 271), (323, 271)]",None,None
22.0,"[(209, 60), (323, 60), (209, 271), (323, 271)]",None,None
23.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
24.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
25.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,"(235, 44)"
26.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,"(239, 41)"
27.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,None
28.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
29.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
30.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
31.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
32.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
33.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
34.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,None
35.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,None
36.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,None
37.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
38.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
39.0,"[(208, 62), (323, 62), (208, 271), (323, 271)]",None,None
40.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
41.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
42.0,"[(209, 61), (323, 61), (209, 271), (323, 271)]",None,None
43.0,"[(208, 61), (323, 61), (208, 271), (323, 271)]",None,None
